flight_id,route,date,aircraft,capacity,base_price
FL25241,NYC-BOS,2023-07-10,B737,180,179.33
FL25242,LAX-SF,2023-09-25,A321,180,265.1
FL25243,NYC-CHI,2023-06-24,A320,220,336.45
FL25244,NYC-BOS,2023-08-04,A320,180,235.4
FL25245,NYC-CHI,2023-02-23,B737,220,255.96
FL25246,LAX-SF,2023-10-15,A321,220,261.75
FL25247,NYC-LAX,2023-04-13,B737,180,360.46
FL25248,LAX-SF,2023-06-01,B737,150,260.11
FL25249,CHI-MIA,2023-12-27,A321,150,278.13
FL25250,CHI-MIA,2023-08-13,B737,150,228.43
FL25251,NYC-BOS,2023-05-23,B737,180,191.35
FL25252,CHI-MIA,2023-07-02,A321,220,202.76
FL25253,NYC-BOS,2023-11-08,B737,220,279.31
FL25254,LAX-SF,2023-02-20,B737,150,216.05
FL25255,NYC-BOS,2023-03-28,A320,150,285.08
FL25256,CHI-MIA,2023-03-02,A321,220,251.98
FL25257,NYC-LAX,2023-03-12,A321,220,460.74
FL25258,CHI-MIA,2023-10-24,B737,150,269.44
FL25259,LAX-SF,2023-08-09,A321,150,222.95
FL25260,NYC-LAX,2023-01-22,A321,150,334.06
FL25261,NYC-CHI,2023-09-30,A321,180,291.08
FL25262,NYC-LAX,2023-08-03,A321,180,415.93
FL25263,NYC-LAX,2023-04-16,A320,150,353.55
FL25264,NYC-CHI,2023-10-06,A321,150,346.22
FL25265,LAX-SF,2023-01-11,A320,150,233.07
FL25266,LAX-SF,2023-07-22,B737,220,321.97
FL25267,NYC-CHI,2023-11-29,B737,150,275.47
FL25268,NYC-BOS,2023-10-15,A321,150,255.04
FL25269,LAX-SF,2023-07-27,B737,220,254.73
FL25270,LAX-SF,2023-09-14,A321,150,206.36
FL25271,NYC-LAX,2023-12-31,B737,180,327.23
FL25272,CHI-MIA,2023-01-10,B737,180,256.91
FL25273,NYC-CHI,2023-08-23,B737,150,284.38
FL25274,NYC-BOS,2023-09-01,A321,180,221.09
FL25275,NYC-CHI,2023-04-10,B737,220,306.32
FL25276,NYC-CHI,2023-03-11,B737,150,302.38
FL25277,NYC-LAX,2023-10-14,B737,220,369.57
FL25278,LAX-SF,2023-11-14,A320,150,284.94
FL25279,NYC-LAX,2023-12-16,A320,180,370.43
FL25280,LAX-SF,2023-10-16,A320,220,192.05
FL25281,CHI-MIA,2023-07-26,B737,180,216.85
FL25282,LAX-SF,2023-03-05,B737,180,229.74
FL25283,LAX-SF,2023-08-15,B737,150,252.58
FL25284,NYC-BOS,2023-10-14,A320,220,281.6
FL25285,NYC-BOS,2023-07-03,A321,180,257.92
FL25286,NYC-CHI,2023-11-28,B737,220,298.48
FL25287,NYC-LAX,2023-04-02,A320,150,452.23
FL25288,NYC-BOS,2023-11-25,A321,150,297.2
FL25289,NYC-BOS,2023-09-10,B737,220,221.04
FL25290,NYC-LAX,2023-03-28,A321,220,294.66
FL25291,CHI-MIA,2023-01-13,A321,150,190.35
FL25292,CHI-MIA,2023-04-14,A321,180,251.1
FL25293,NYC-LAX,2023-09-21,B737,220,395.86
FL25294,NYC-CHI,2023-09-11,A321,180,304.41
FL25295,LAX-SF,2023-05-01,B737,150,314.35
FL25296,NYC-BOS,2023-06-08,A321,150,313.63
FL25297,NYC-CHI,2023-08-04,A320,220,276.43
FL25298,NYC-LAX,2023-07-03,A321,150,464.33
FL25299,NYC-BOS,2023-05-30,A320,180,224.67
FL25300,CHI-MIA,2023-03-20,A321,180,249.13
FL25301,NYC-CHI,2023-10-10,A321,220,261.85
FL25302,NYC-BOS,2023-10-28,A320,150,188.89
FL25303,NYC-BOS,2023-06-06,A321,180,285.35
FL25304,NYC-BOS,2023-09-09,A321,180,250.74
FL25305,CHI-MIA,2023-10-19,A321,180,279.42
FL25306,CHI-MIA,2023-10-02,B737,180,308.09
FL25307,NYC-BOS,2023-05-13,A320,220,250.4
FL25308,NYC-BOS,2023-12-25,A320,220,295.28
FL25309,NYC-LAX,2023-09-22,B737,220,412.82
FL25310,LAX-SF,2023-04-05,A320,180,250.19
FL25311,NYC-BOS,2023-04-19,A321,150,289.85
FL25312,NYC-CHI,2023-03-31,A321,150,181.87
FL25313,NYC-BOS,2023-07-02,A320,150,284.55
FL25314,CHI-MIA,2023-10-25,A320,180,224.31
FL25315,NYC-CHI,2023-11-01,B737,150,255.42
FL25316,LAX-SF,2023-10-03,A320,220,270.85
FL25317,NYC-LAX,2023-08-19,A321,220,360.88
FL25318,CHI-MIA,2023-06-10,A320,180,243.73
FL25319,LAX-SF,2023-05-21,A321,220,288.23
FL25320,NYC-LAX,2023-02-20,B737,220,312.44
FL25321,CHI-MIA,2023-09-03,A320,150,221.22
FL25322,NYC-CHI,2023-01-28,A321,150,384.66
FL25323,LAX-SF,2023-12-26,B737,220,240.18
FL25324,NYC-BOS,2023-03-13,A321,150,291.24
FL25325,CHI-MIA,2023-07-30,A321,220,265.77
FL25326,NYC-CHI,2023-08-23,A321,220,249.57
FL25327,NYC-BOS,2023-12-01,A321,220,194.54
FL25328,LAX-SF,2023-06-24,B737,220,252.55
FL25329,CHI-MIA,2023-08-14,B737,180,225.84
FL25330,NYC-CHI,2023-05-28,B737,180,272.61
FL25331,LAX-SF,2023-03-21,A320,220,240.29
FL25332,CHI-MIA,2023-09-13,A320,150,287.23
FL25333,LAX-SF,2023-01-27,B737,150,239.37
FL25334,NYC-CHI,2023-07-29,A320,220,281.76
FL25335,NYC-CHI,2023-12-10,B737,220,233.89
FL25336,NYC-LAX,2023-12-13,B737,180,412.56
FL25337,LAX-SF,2023-05-18,A320,150,231.35
FL25338,NYC-CHI,2023-05-02,A320,180,293.14
FL25339,NYC-CHI,2023-02-26,A321,220,334.72
FL25340,CHI-MIA,2023-08-06,A321,220,282.98
FL25341,NYC-CHI,2023-05-04,A320,220,293.37
FL25342,CHI-MIA,2023-12-03,A320,150,257.53
FL25343,NYC-BOS,2023-01-29,A320,180,221.73
FL25344,NYC-BOS,2023-05-08,A320,180,261.5
FL25345,NYC-BOS,2023-01-29,B737,180,240.33
FL25346,NYC-CHI,2023-02-28,A320,220,282.84
FL25347,CHI-MIA,2023-11-24,A320,180,259.7
FL25348,CHI-MIA,2023-07-09,A320,150,216.46
FL25349,NYC-CHI,2023-05-07,B737,150,258.43
FL25350,CHI-MIA,2023-08-06,A321,150,266.53
FL25351,LAX-SF,2023-08-18,A321,150,260.01
FL25352,LAX-SF,2023-03-03,B737,220,236.37
FL25353,NYC-CHI,2023-09-05,A321,180,228.98
FL25354,NYC-BOS,2023-03-06,B737,220,285.16
FL25355,LAX-SF,2023-02-19,A321,150,197.84
FL25356,NYC-CHI,2023-11-12,B737,150,288.74
FL25357,NYC-CHI,2023-05-25,B737,220,333.61
FL25358,NYC-LAX,2023-08-27,A321,220,390.44
FL25359,NYC-BOS,2023-03-17,A320,220,217.08
FL25360,CHI-MIA,2023-01-24,A320,220,275.54
FL25361,LAX-SF,2023-05-22,A320,180,217.89
FL25362,CHI-MIA,2023-05-09,A321,180,284.76
FL25363,NYC-LAX,2023-01-28,A320,220,326.73
FL25364,LAX-SF,2023-05-28,A320,220,226.31
FL25365,CHI-MIA,2023-07-07,A320,150,240.25
FL25366,NYC-LAX,2023-05-09,B737,180,358.33
FL25367,NYC-CHI,2023-01-13,B737,180,301.6
FL25368,NYC-BOS,2023-10-30,A320,180,258.87
FL25369,NYC-LAX,2023-09-17,A320,180,318.6
FL25370,LAX-SF,2023-06-24,A320,150,274.48
FL25371,LAX-SF,2023-08-07,A321,150,225.8
FL25372,LAX-SF,2023-10-18,B737,220,258.52
FL25373,LAX-SF,2023-07-23,A321,150,230.0
FL25374,NYC-LAX,2023-02-12,B737,220,529.8
FL25375,NYC-LAX,2023-10-17,A321,180,394.95
FL25376,CHI-MIA,2023-01-24,B737,150,235.39
FL25377,CHI-MIA,2023-12-17,A321,150,239.9
FL25378,LAX-SF,2023-05-05,A320,180,210.17
FL25379,LAX-SF,2023-01-13,B737,220,246.67
FL25380,NYC-BOS,2023-11-05,B737,180,239.29
FL25381,NYC-BOS,2023-06-26,B737,150,284.17
FL25382,NYC-CHI,2023-07-16,A320,220,320.48
FL25383,CHI-MIA,2023-10-01,B737,180,264.76
FL25384,NYC-LAX,2023-07-08,B737,150,456.4
FL25385,NYC-CHI,2023-12-04,A321,180,292.73
FL25386,LAX-SF,2023-12-26,A320,150,218.86
FL25387,NYC-LAX,2023-03-22,B737,220,417.83
FL25388,LAX-SF,2023-05-28,A320,180,209.18
FL25389,LAX-SF,2023-02-28,B737,180,259.8
FL25390,CHI-MIA,2023-12-24,A320,220,260.91
FL25391,NYC-BOS,2023-06-02,B737,180,267.78
FL25392,LAX-SF,2023-07-13,B737,180,245.87
FL25393,NYC-CHI,2023-04-15,B737,220,352.09
FL25394,LAX-SF,2023-10-18,A320,180,262.53
FL25395,CHI-MIA,2023-12-06,A321,150,257.95
FL25396,NYC-LAX,2023-03-24,A321,180,356.32
FL25397,NYC-CHI,2023-08-02,A321,150,257.59
FL25398,CHI-MIA,2023-06-30,A321,220,246.77
FL25399,NYC-BOS,2023-11-18,B737,220,255.79
FL25400,NYC-CHI,2023-04-17,A321,180,323.14
FL25401,CHI-MIA,2023-10-25,B737,150,295.6
FL25402,NYC-BOS,2023-08-08,A321,150,242.56
FL25403,CHI-MIA,2023-04-07,A320,180,226.54
FL25404,NYC-LAX,2023-08-11,A320,220,468.88
FL25405,NYC-LAX,2023-11-08,A321,220,367.78
FL25406,LAX-SF,2023-05-19,A320,220,269.41
FL25407,LAX-SF,2023-04-13,A321,180,229.93
FL25408,NYC-CHI,2023-02-21,A321,150,267.46
FL25409,CHI-MIA,2023-03-04,A321,220,277.59
FL25410,LAX-SF,2023-05-08,B737,220,246.63
FL25411,LAX-SF,2023-06-06,A320,180,250.56
FL25412,NYC-CHI,2023-11-17,A321,150,280.47
FL25413,NYC-CHI,2023-07-22,A321,150,244.46
FL25414,CHI-MIA,2023-01-06,A320,150,278.43
FL25415,CHI-MIA,2023-05-13,A320,180,301.26
FL25416,LAX-SF,2023-03-05,A321,220,290.1
FL25417,CHI-MIA,2023-08-15,B737,220,273.43
FL25418,CHI-MIA,2023-01-12,A320,180,253.91
FL25419,NYC-CHI,2023-01-08,A321,220,366.46
FL25420,CHI-MIA,2023-06-16,B737,180,301.3
FL25421,LAX-SF,2023-11-22,A321,220,220.78
FL25422,CHI-MIA,2023-07-13,A321,220,266.71
FL25423,CHI-MIA,2023-03-12,A321,220,219.25
FL25424,CHI-MIA,2023-02-01,A321,150,286.07
FL25425,CHI-MIA,2023-04-07,A320,220,210.53
FL25426,NYC-CHI,2023-03-29,A320,220,317.77
FL25427,CHI-MIA,2023-09-28,A321,180,240.09
FL25428,NYC-CHI,2023-01-21,B737,220,252.87
FL25429,NYC-LAX,2023-02-19,A321,220,435.39
FL25430,LAX-SF,2023-07-29,A320,220,237.12
FL25431,LAX-SF,2023-09-30,B737,150,215.22
FL25432,LAX-SF,2023-11-24,A320,220,245.1
FL25433,LAX-SF,2023-02-06,A321,150,321.44
FL25434,NYC-CHI,2023-08-12,B737,180,262.21
FL25435,NYC-LAX,2023-11-10,A320,180,372.76
FL25436,NYC-BOS,2023-08-04,B737,180,281.14
FL25437,NYC-CHI,2023-08-28,B737,220,314.13
FL25438,NYC-CHI,2023-10-10,A321,180,219.1
FL25439,CHI-MIA,2023-09-20,A320,180,280.22
FL25440,NYC-CHI,2023-12-27,A320,180,284.45
FL25441,NYC-CHI,2023-04-27,A320,220,325.83
FL25442,NYC-LAX,2023-05-19,B737,220,377.01
FL25443,LAX-SF,2023-03-04,A321,220,199.84
FL25444,NYC-LAX,2023-06-02,A321,180,381.26
FL25445,NYC-CHI,2023-02-06,A321,180,254.97
FL25446,NYC-CHI,2023-10-15,A320,150,303.67
FL25447,NYC-CHI,2023-06-10,A320,220,277.09
FL25448,CHI-MIA,2023-05-13,A320,150,231.55
FL25449,NYC-BOS,2023-04-04,A321,180,289.99
FL25450,NYC-BOS,2023-11-26,B737,220,274.77
FL25451,LAX-SF,2023-07-13,B737,220,290.09
FL25452,NYC-LAX,2023-08-16,A320,150,430.56
FL25453,NYC-LAX,2023-08-18,A320,150,454.43
FL25454,CHI-MIA,2023-12-12,B737,180,232.57
FL25455,NYC-CHI,2023-11-15,B737,220,402.62
FL25456,CHI-MIA,2023-12-04,B737,180,284.0
FL25457,NYC-BOS,2023-03-23,B737,180,235.72
FL25458,CHI-MIA,2023-03-18,A321,220,234.65
FL25459,NYC-CHI,2023-12-19,A320,220,323.02
FL25460,NYC-BOS,2023-10-22,A321,180,220.68
FL25461,CHI-MIA,2023-07-13,A321,220,280.28
FL25462,NYC-BOS,2023-08-27,B737,180,269.54
FL25463,NYC-LAX,2023-02-18,A320,150,458.02
FL25464,NYC-LAX,2023-01-13,A321,220,426.93
FL25465,NYC-BOS,2023-05-19,B737,180,251.19
FL25466,LAX-SF,2023-02-11,A320,150,249.98
FL25467,NYC-LAX,2023-07-29,A321,150,416.59
FL25468,CHI-MIA,2023-04-26,B737,180,305.63
FL25469,LAX-SF,2023-09-02,B737,150,240.84
FL25470,NYC-CHI,2023-10-30,B737,180,335.4
FL25471,LAX-SF,2023-07-27,A321,150,300.96
FL25472,NYC-CHI,2023-04-21,B737,220,268.95
FL25473,LAX-SF,2023-09-27,A320,150,249.81
FL25474,CHI-MIA,2023-10-07,A320,180,232.88
FL25475,NYC-CHI,2023-05-10,B737,180,317.16
FL25476,NYC-LAX,2023-08-28,A321,180,335.33
FL25477,CHI-MIA,2023-10-03,A320,180,235.6
FL25478,NYC-CHI,2023-06-10,A321,220,304.49
FL25479,CHI-MIA,2023-07-19,A321,150,278.2
FL25480,NYC-CHI,2023-07-21,A320,220,210.7
FL25481,LAX-SF,2023-01-01,B737,220,264.47
FL25482,NYC-CHI,2023-03-01,A320,150,324.55
FL25483,CHI-MIA,2023-04-03,A320,220,242.96
FL25484,CHI-MIA,2023-01-16,B737,180,239.35
FL25485,CHI-MIA,2023-10-18,B737,180,217.16
FL25486,LAX-SF,2023-11-17,A321,180,241.28
FL25487,NYC-LAX,2023-01-03,B737,180,365.33
FL25488,NYC-LAX,2023-03-22,B737,150,345.99
FL25489,NYC-CHI,2023-02-19,B737,220,300.3
FL25490,NYC-LAX,2023-11-29,B737,180,408.39
FL25491,NYC-BOS,2023-03-28,B737,150,224.15
FL25492,NYC-LAX,2023-03-09,B737,150,356.15
FL25493,NYC-CHI,2023-07-10,B737,220,305.03
FL25494,CHI-MIA,2023-06-06,A321,220,234.46
FL25495,NYC-LAX,2023-07-29,A321,220,304.71
FL25496,NYC-BOS,2023-10-02,A321,150,291.13
FL25497,NYC-CHI,2023-03-25,A320,180,340.88
FL25498,CHI-MIA,2023-01-22,B737,180,230.41
FL25499,NYC-CHI,2023-05-11,B737,150,304.97
FL25500,NYC-LAX,2023-09-14,B737,220,374.37
FL25501,NYC-BOS,2023-03-21,A320,150,287.8
FL25502,NYC-LAX,2023-11-08,B737,150,433.51
FL25503,NYC-CHI,2023-09-05,A320,180,289.45
FL25504,NYC-BOS,2023-04-30,A320,150,211.14
FL25505,CHI-MIA,2023-10-02,A321,220,307.26
FL25506,NYC-CHI,2023-11-02,B737,180,197.29
FL25507,CHI-MIA,2023-07-25,A321,150,254.11
FL25508,LAX-SF,2023-06-17,A321,220,255.0
FL25509,NYC-CHI,2023-03-14,A321,150,310.47
FL25510,NYC-CHI,2023-05-02,A321,150,304.93
FL25511,NYC-LAX,2023-06-07,A321,180,347.02
FL25512,NYC-CHI,2023-06-06,B737,150,258.78
FL25513,CHI-MIA,2023-04-22,B737,150,230.7
FL25514,NYC-LAX,2023-01-16,A321,150,351.78
FL25515,NYC-CHI,2023-10-21,A321,220,300.66
FL25516,CHI-MIA,2023-01-14,A321,150,236.85
FL25517,LAX-SF,2023-02-23,B737,180,248.87
FL25518,CHI-MIA,2023-06-16,A320,150,251.27
FL25519,NYC-LAX,2023-10-02,A321,220,491.72
FL25520,NYC-BOS,2023-04-04,A320,220,239.46
FL25521,NYC-CHI,2023-08-19,A320,180,354.1
FL25522,LAX-SF,2023-10-12,A321,180,306.91
FL25523,NYC-BOS,2023-07-25,A320,180,255.12
FL25524,CHI-MIA,2023-10-21,A320,180,215.94
FL25525,CHI-MIA,2023-04-07,B737,220,212.81
FL25526,NYC-BOS,2023-04-30,A321,180,237.8
FL25527,NYC-BOS,2023-01-09,A321,150,236.98
FL25528,CHI-MIA,2023-12-30,A320,180,266.63
FL25529,NYC-LAX,2023-06-02,B737,150,422.83
FL25530,NYC-CHI,2023-07-12,A320,220,397.37
FL25531,NYC-CHI,2023-01-13,A320,220,211.18
FL25532,NYC-BOS,2023-01-04,B737,220,232.19
FL25533,NYC-BOS,2023-06-29,A321,220,259.94
FL25534,LAX-SF,2023-09-19,A320,150,273.82
FL25535,LAX-SF,2023-02-21,A321,180,269.75
FL25536,CHI-MIA,2023-11-06,A320,180,304.39
FL25537,NYC-LAX,2023-07-20,A320,180,448.32
FL25538,CHI-MIA,2023-12-15,A321,180,256.17
FL25539,LAX-SF,2023-07-23,A321,150,235.18
FL25540,NYC-LAX,2023-06-15,B737,180,353.39
FL25541,NYC-LAX,2023-03-19,B737,150,435.41
FL25542,CHI-MIA,2023-01-18,A321,180,265.78
FL25543,NYC-BOS,2023-08-11,B737,150,207.8
FL25544,NYC-LAX,2023-09-22,A321,180,470.39
FL25545,NYC-BOS,2023-09-02,B737,180,262.22
FL25546,NYC-BOS,2023-11-30,B737,220,188.62
FL25547,NYC-LAX,2023-05-31,B737,220,392.8
FL25548,NYC-LAX,2023-08-09,A321,220,456.87
FL25549,CHI-MIA,2023-01-17,A320,180,252.23
FL25550,NYC-CHI,2023-07-30,A321,150,306.27
FL25551,NYC-LAX,2023-11-10,A321,180,434.93
FL25552,CHI-MIA,2023-09-12,B737,180,309.65
FL25553,NYC-CHI,2023-03-01,A321,180,338.46
FL25554,LAX-SF,2023-04-21,A321,180,259.2
FL25555,NYC-BOS,2023-05-04,A321,220,281.37
FL25556,CHI-MIA,2023-11-19,A321,150,262.33
FL25557,NYC-CHI,2023-02-06,B737,220,229.83
FL25558,NYC-LAX,2023-09-07,A320,150,363.99
FL25559,CHI-MIA,2023-03-22,A321,150,264.57
FL25560,NYC-CHI,2023-09-29,B737,150,327.24
FL25561,CHI-MIA,2023-04-25,B737,150,250.63
FL25562,LAX-SF,2023-08-02,A320,150,182.67
FL25563,CHI-MIA,2023-10-01,B737,220,247.51
FL25564,NYC-LAX,2023-12-17,A321,150,457.88
FL25565,NYC-LAX,2023-06-10,A321,180,425.92
FL25566,CHI-MIA,2023-02-25,A321,150,224.42
FL25567,NYC-LAX,2023-03-29,A320,180,307.25
FL25568,LAX-SF,2023-05-25,B737,220,235.68
FL25569,CHI-MIA,2023-05-05,A320,180,268.55
FL25570,NYC-BOS,2023-08-29,A321,180,251.02
FL25571,NYC-LAX,2023-11-22,B737,220,467.28
FL25572,CHI-MIA,2023-05-27,B737,180,201.46
FL25573,LAX-SF,2023-04-28,A320,180,256.92
FL25574,NYC-CHI,2023-10-25,A321,150,266.64
FL25575,CHI-MIA,2023-12-24,A320,150,236.18
FL25576,NYC-BOS,2023-03-25,A320,150,252.5
FL25577,NYC-BOS,2023-01-26,A320,220,269.35
FL25578,NYC-CHI,2023-08-11,A321,180,272.36
FL25579,NYC-CHI,2023-07-21,A321,150,300.51
FL25580,NYC-LAX,2023-01-23,A320,180,297.88
FL25581,CHI-MIA,2023-03-07,A320,180,220.91
FL25582,LAX-SF,2023-08-05,A320,220,227.88
FL25583,NYC-LAX,2023-09-20,A321,220,295.54
FL25584,LAX-SF,2023-08-12,A320,180,235.76
FL25585,NYC-BOS,2023-08-03,A321,180,229.3
FL25586,NYC-CHI,2023-05-13,A320,150,310.57
FL25587,CHI-MIA,2023-08-03,A321,150,279.97
FL25588,NYC-BOS,2023-07-16,A320,220,222.49
FL25589,NYC-BOS,2023-09-14,B737,150,231.62
FL25590,NYC-CHI,2023-11-29,A320,150,313.63
FL25591,CHI-MIA,2023-10-09,A321,220,202.02
FL25592,LAX-SF,2023-04-07,A321,150,265.07
FL25593,NYC-CHI,2023-10-26,A320,220,279.85
FL25594,NYC-CHI,2023-02-18,B737,180,350.4
FL25595,LAX-SF,2023-09-29,A321,180,204.43
FL25596,NYC-BOS,2023-09-03,B737,150,270.85
FL25597,NYC-CHI,2023-11-13,A320,150,256.89
FL25598,CHI-MIA,2023-05-07,B737,220,241.8
FL25599,CHI-MIA,2023-03-02,A321,220,250.45
FL25600,LAX-SF,2023-11-17,B737,180,263.1
FL25601,CHI-MIA,2023-06-05,B737,150,219.42
FL25602,NYC-BOS,2023-03-11,A320,150,254.96
FL25603,NYC-LAX,2023-04-24,A320,150,419.45
FL25604,NYC-CHI,2023-08-08,A320,220,288.48
FL25605,NYC-CHI,2023-04-26,A320,180,330.99
FL25606,NYC-CHI,2023-12-04,A321,180,273.54
FL25607,NYC-BOS,2023-10-27,A320,180,186.6
FL25608,LAX-SF,2023-07-05,A320,150,259.33
FL25609,NYC-LAX,2023-09-23,A321,150,378.21
FL25610,LAX-SF,2023-05-20,A320,180,274.1
FL25611,NYC-CHI,2023-05-07,B737,150,276.08
FL25612,LAX-SF,2023-01-02,B737,220,298.03
FL25613,NYC-CHI,2023-02-09,A320,150,300.44
FL25614,NYC-BOS,2023-08-05,A321,220,299.64
FL25615,LAX-SF,2023-08-10,B737,220,261.35
FL25616,NYC-LAX,2023-11-13,A320,180,361.9
FL25617,NYC-CHI,2023-06-22,A320,220,285.46
FL25618,LAX-SF,2023-02-25,A321,220,288.52
FL25619,NYC-BOS,2023-03-09,B737,220,253.57
FL25620,NYC-BOS,2023-10-21,A321,220,259.15
FL25621,NYC-BOS,2023-03-22,A320,150,272.65
FL25622,LAX-SF,2023-09-20,B737,220,271.15
FL25623,LAX-SF,2023-03-29,A321,180,224.07
FL25624,NYC-LAX,2023-01-19,A321,220,386.06
FL25625,NYC-CHI,2023-11-24,A321,180,302.38
FL25626,CHI-MIA,2023-09-24,A321,220,265.92
FL25627,NYC-CHI,2023-10-31,A320,180,282.71
FL25628,NYC-BOS,2023-05-23,A320,180,254.62
FL25629,NYC-BOS,2023-08-18,B737,220,232.07
FL25630,NYC-CHI,2023-08-17,A320,180,335.67
FL25631,NYC-CHI,2023-03-02,B737,180,337.87
FL25632,CHI-MIA,2023-02-18,A320,180,263.11
FL25633,NYC-LAX,2023-08-13,B737,220,366.19
FL25634,NYC-BOS,2023-10-18,A320,220,224.31
FL25635,LAX-SF,2023-02-18,A320,180,260.7
FL25636,NYC-CHI,2023-01-31,A321,180,243.62
FL25637,NYC-LAX,2023-07-26,A321,150,406.55
FL25638,NYC-BOS,2023-09-19,B737,150,246.97
FL25639,NYC-BOS,2023-08-13,A320,180,253.01
FL25640,NYC-LAX,2023-07-11,A321,220,406.97
FL25641,CHI-MIA,2023-03-23,A320,220,271.6
FL25642,NYC-CHI,2023-08-28,A321,150,303.08
FL25643,CHI-MIA,2023-02-21,A320,220,282.64
FL25644,CHI-MIA,2023-02-23,A321,150,245.4
FL25645,NYC-CHI,2023-12-24,A321,150,306.02
FL25646,LAX-SF,2023-02-16,A320,180,230.79
FL25647,NYC-LAX,2023-06-23,B737,150,403.09
FL25648,CHI-MIA,2023-01-02,A321,150,190.75
FL25649,NYC-LAX,2023-04-15,A320,180,378.34
FL25650,NYC-CHI,2023-12-08,A320,180,323.68
FL25651,NYC-BOS,2023-11-17,A321,150,263.34
FL25652,NYC-LAX,2023-10-24,A321,220,388.09
FL25653,NYC-LAX,2023-03-10,B737,150,345.08
FL25654,CHI-MIA,2023-11-30,B737,180,195.86
FL25655,NYC-CHI,2023-12-07,A321,180,281.99
FL25656,NYC-BOS,2023-07-25,A321,220,254.62
FL25657,NYC-BOS,2023-11-18,A320,150,252.98
FL25658,NYC-CHI,2023-08-29,A320,180,267.05
FL25659,NYC-CHI,2023-03-19,B737,150,323.87
FL25660,NYC-LAX,2023-06-19,A321,220,387.17
FL25661,LAX-SF,2023-12-17,B737,150,246.73
FL25662,LAX-SF,2023-01-16,A320,150,251.95
FL25663,LAX-SF,2023-03-21,B737,220,306.01
FL25664,CHI-MIA,2023-03-30,A321,180,246.53
FL25665,NYC-BOS,2023-11-23,B737,150,214.61
FL25666,NYC-BOS,2023-08-06,A321,220,234.97
FL25667,NYC-CHI,2023-07-15,B737,150,352.37
FL25668,NYC-CHI,2023-01-10,B737,180,446.54
FL25669,LAX-SF,2023-05-25,A321,220,234.33
FL25670,CHI-MIA,2023-04-27,B737,150,304.71
FL25671,NYC-BOS,2023-06-28,A321,150,302.33
FL25672,LAX-SF,2023-12-13,A320,220,277.7
FL25673,NYC-BOS,2023-02-10,A320,180,232.84
FL25674,NYC-CHI,2023-01-18,A320,220,287.73
FL25675,LAX-SF,2023-01-21,B737,150,254.81
FL25676,CHI-MIA,2023-01-05,B737,150,294.24
FL25677,LAX-SF,2023-05-22,A321,220,240.59
FL25678,LAX-SF,2023-12-30,A320,150,314.68
FL25679,NYC-BOS,2023-01-13,A321,150,213.03
FL25680,NYC-LAX,2023-04-10,B737,180,427.27
FL25681,NYC-BOS,2023-01-12,B737,150,253.86
FL25682,NYC-BOS,2023-04-28,A321,180,221.61
FL25683,LAX-SF,2023-05-18,A321,180,204.74
FL25684,NYC-BOS,2023-01-21,A320,150,252.24
FL25685,NYC-CHI,2023-03-16,A321,220,307.07
FL25686,NYC-CHI,2023-10-07,A320,180,275.3
FL25687,NYC-CHI,2023-02-20,B737,150,337.54
FL25688,NYC-LAX,2023-11-11,A320,220,338.05
FL25689,NYC-CHI,2023-10-23,A321,180,298.94
FL25690,NYC-LAX,2023-03-20,A321,180,428.2
FL25691,CHI-MIA,2023-07-02,A321,150,221.54
FL25692,NYC-BOS,2023-09-05,B737,220,233.03
FL25693,LAX-SF,2023-06-13,A320,150,285.82
FL25694,LAX-SF,2023-01-07,A320,180,249.19
FL25695,NYC-BOS,2023-03-29,A321,180,250.19
FL25696,NYC-CHI,2023-12-06,A321,180,321.68
FL25697,LAX-SF,2023-01-20,A320,220,239.57
FL25698,NYC-LAX,2023-04-14,B737,150,403.23
FL25699,LAX-SF,2023-05-24,A321,150,246.28
FL25700,LAX-SF,2023-08-13,B737,180,260.21
FL25701,CHI-MIA,2023-11-30,A320,150,202.67
FL25702,NYC-LAX,2023-09-28,A320,180,395.4
FL25703,NYC-BOS,2023-10-22,A321,150,254.99
FL25704,NYC-BOS,2023-07-27,B737,150,268.14
FL25705,NYC-CHI,2023-02-18,A320,180,332.14
FL25706,NYC-CHI,2023-01-02,A320,150,311.5
FL25707,CHI-MIA,2023-05-14,A321,220,222.82
FL25708,NYC-BOS,2023-12-01,A321,180,192.63
FL25709,NYC-LAX,2023-12-21,A321,220,479.17
FL25710,NYC-CHI,2023-06-01,A321,150,296.55
FL25711,NYC-BOS,2023-11-11,A320,220,245.89
FL25712,NYC-CHI,2023-04-28,B737,180,254.48
FL25713,CHI-MIA,2023-10-03,A321,180,234.64
FL25714,NYC-CHI,2023-06-09,B737,180,272.45
FL25715,LAX-SF,2023-01-11,A320,150,201.11
FL25716,NYC-LAX,2023-11-02,A320,180,394.86
FL25717,NYC-LAX,2023-08-24,A321,150,380.92
FL25718,NYC-LAX,2023-12-29,A321,150,417.16
FL25719,CHI-MIA,2023-12-31,B737,150,273.04
FL25720,NYC-LAX,2023-04-24,A320,220,427.2
FL25721,CHI-MIA,2023-06-28,A321,150,252.73
FL25722,CHI-MIA,2023-04-18,A320,180,264.68
FL25723,NYC-CHI,2023-05-15,B737,180,261.29
FL25724,NYC-LAX,2023-11-09,A321,150,428.4
FL25725,NYC-BOS,2023-02-23,A320,150,230.63
